id,St_Racuna,Sifra_Kupca,Datum_Storitve,Knjizenje,Znesek,Znese_z_DDV,Fakturiral,Izvajalec
12.042,40.357,82.675.708,11. 12. 2014,0,"6,30","7,69",037,064
12.043,37.014,82.741.387,27. 11. 2014,0,"23,00","28,06",037,031
12.044,84,64.451,6. 1. 2015,0,"23,00","28,06",037,075
12.045,35.332,82.901.236,18. 11. 2014,0,"23,00","28,06",014,001
12.046,1.425,83.222.316,19. 1. 2015,0,"23,00","28,06",037,075
12.047,30.750,83.515.933,14. 10. 2014,0,"46,00","56,12",037,026
12.048,202,83.656.359,8. 1. 2015,0,"161,35","196,85",037,033
12.049,30.257,83.753.346,8. 10. 2014,1,"25,00","30,50",063,015
12.050,39.502,83.831.622,16. 12. 2014,0,"23,00","28,06",037,005
12.051,30.352,84.040.858,10. 10. 2014,0,"250,00","305,00",037,017
12.052,30.353,84.040.858,8. 10. 2014,0,"250,00","305,00",037,017
12.053,30.983,84.040.858,17. 10. 2014,0,"58,00","70,76",037,017
12.054,37.188,84.040.858,27. 11. 2014,0,"58,00","70,76",037,017
12.055,38.854,84.040.858,12. 12. 2014,0,"46,00","56,12",037,009
12.056,265,84.100.443,9. 1. 2015,0,"23,00","28,06",037,008
12.057,31.534,84.240.580,23. 10. 2014,0,"170,20","207,64",037,033
12.058,40.398,84.511.265,22. 12. 2014,0,"23,00","28,06",037,075
12.059,459,84.597.364,9. 1. 2015,0,"188,90","230,46",037,076
12.060,1.264,84.597.364,16. 1. 2015,0,"184,90","225,58",037,076
12.061,38.866,84.745.932,12. 12. 2014,0,"23,00","28,06",037,005
12.062,1.825,64.515,21. 1. 2015,0,"23,00","28,06",037,001
12.063,264,85.273.821,9. 1. 2015,0,"23,00","28,06",037,008
12.064,36.689,85.361.941,27. 11. 2014,0,"56,30","68,69",063,008
12.065,34.972,85.738.271,7. 11. 2014,0,"96,00","117,12",014,017
12.066,30.799,86.010.620,16. 10. 2014,0,"23,00","28,06",037,075
12.067,37.945,86.280.350,5. 12. 2014,0,"83,00","101,26",037,072
12.068,38.774,86.390.392,10. 12. 2014,1,"9,00","10,98",063,011
12.069,1.078,86.457.543,14. 1. 2015,0,"46,00","56,12",037,017
12.070,31.493,86.496.301,16. 10. 2014,1,"23,00","28,06",063,064
12.071,31.491,86.518.593,23. 10. 2014,0,"58,00","70,76",037,033
12.072,36.022,86.518.593,21. 11. 2014,0,"23,00","28,06",014,031
12.073,36.048,86.518.593,18. 11. 2014,0,"58,00","70,76",014,017
12.074,37.764,86.518.593,4. 12. 2014,0,"58,00","70,76",037,017
12.075,38.511,86.518.593,8. 12. 2014,0,"58,00","70,76",037,017
12.076,39.582,86.518.593,16. 12. 2014,0,"58,00","70,76",037,033
12.077,40.618,86.651.234,22. 12. 2014,0,"37,00","45,14",037,022
12.078,31.779,86.871.099,22. 10. 2014,1,"25,00","30,50",063,038
12.079,40.640,86.899.562,23. 12. 2014,0,"37,00","45,14",037,075
12.080,114,87.112.264,7. 1. 2015,0,"25,00","30,50",037,007
12.081,38.500,87.112.485,26. 11. 2014,0,"92,00","112,24",037,041
12.082,36.707,87.221.934,27. 11. 2014,0,"43,00","52,46",063,028
12.083,30.364,87.643.863,13. 10. 2014,0,"58,00","70,76",037,033
12.084,29.899,87.807.564,8. 10. 2014,0,"58,00","70,76",037,033
12.085,31.701,87.807.564,22. 10. 2014,0,"58,00","70,76",014,017
12.086,32.129,87.807.564,29. 10. 2014,0,"58,00","70,76",014,017
12.087,34.406,87.807.564,14. 11. 2014,0,"58,00","70,76",037,033
12.088,35.333,87.807.564,18. 11. 2014,0,"16,00","19,52",014,001
12.089,35.683,87.807.564,21. 11. 2014,0,"58,00","70,76",014,033
12.090,35.684,87.807.564,21. 11. 2014,0,"89,00","108,58",014,033
12.091,37.766,87.807.564,4. 12. 2014,0,"58,00","70,76",037,017
12.092,37.784,87.807.564,4. 12. 2014,0,"58,00","70,76",037,033
12.093,39.192,87.807.564,11. 12. 2014,0,"58,00","70,76",037,017
12.094,40.168,87.807.564,18. 12. 2014,0,"58,00","70,76",037,017
12.095,40.166,87.807.564,18. 12. 2014,0,"58,00","70,76",037,017
12.096,40.571,87.807.564,22. 12. 2014,0,"58,00","70,76",037,017
12.097,83,87.807.564,6. 1. 2015,0,"58,00","70,76",037,033
12.098,239,87.807.564,8. 1. 2015,0,"58,00","70,76",037,017
12.099,1.029,87.807.564,16. 1. 2015,0,"58,00","70,76",037,017
12.100,814,87.993.279,15. 1. 2015,0,"23,00","28,06",037,024
12.101,39,76.022.269,5. 1. 2015,0,"23,00","28,06",037,021
12.102,33.670,88.496.473,11. 11. 2014,0,"44,20","53,92",037,015
12.103,236,88.576.965,8. 1. 2015,0,"23,00","28,06",037,027
12.104,40.938,89.180.585,22. 12. 2014,0,"23,00","28,06",037,018
12.105,40.733,61.348,24. 12. 2014,2,"23,00","28,06",107,027
12.106,1.226,89.249.208,16. 1. 2015,0,"23,00","28,06",037,075
12.107,1.397,89.265.173,19. 1. 2015,0,"26,00","31,72",037,007
12.108,94,64.452,6. 1. 2015,0,"23,00","28,06",037,005
12.109,29.590,89.446.046,6. 10. 2014,0,"179,05","218,44",037,041
12.110,38.207,89.460.472,4. 12. 2014,1,"10,00","12,20",107,024
12.111,36.031,89.510.747,21. 11. 2014,0,"46,00","56,12",014,001
12.112,106,89.561.023,6. 1. 2015,0,"37,00","45,14",037,026
12.113,30.610,89.728.149,10. 10. 2014,1,"23,00","28,06",063,008
12.114,39.691,89.865.286,17. 12. 2014,0,"23,00","28,06",037,072
12.115,29.758,89.934.806,6. 10. 2014,0,"734,00","895,48",037,070
12.116,30.319,90.249.445,13. 10. 2014,0,"37,00","45,14",037,027
12.117,34.234,61.349,12. 11. 2014,0,"23,00","28,06",037,072
12.118,34.199,90.433.955,10. 11. 2014,0,"23,00","28,06",037,031
12.119,37.863,90.482.450,4. 12. 2014,0,"46,00","56,12",037,013
12.120,136,90.729.587,7. 1. 2015,0,"14,00","17,08",037,075
12.121,34.150,90.799.496,13. 11. 2014,0,"70,20","85,64",037,031
12.122,30.813,91.043.522,16. 10. 2014,0,"23,00","28,06",037,008
12.123,850,91.058.929,15. 1. 2015,0,"20,00","24,40",037,007
12.124,30.643,91.132.550,15. 10. 2014,0,"23,00","28,06",037,008
12.125,31.082,91.207.657,15. 10. 2014,1,"20,00","24,40",063,015
12.126,35.001,91.321.395,17. 11. 2014,0,"23,00","28,06",014,031
12.127,37.865,91.426.251,4. 12. 2014,0,"23,00","28,06",037,005
12.128,35.250,91.492.211,13. 11. 2014,1,"20,00","24,40",107,021
12.129,31.117,91.496.004,14. 10. 2014,1,"20,00","24,40",063,076
12.130,29.760,91.496.080,7. 10. 2014,0,"37,00","45,14",037,064
12.131,40.702,91.568.269,24. 12. 2014,0,"23,00","28,06",037,024
12.132,38.908,91.724.562,12. 12. 2014,0,"37,00","45,14",037,028
12.133,40.031,91.867.541,18. 12. 2014,0,"37,00","45,14",037,076
12.134,378,91.964.741,12. 1. 2015,0,"60,00","73,20",037,027
12.135,39.561,92.078.729,16. 12. 2014,0,"23,00","28,06",037,072
12.136,32.647,15.675.459,30. 10. 2014,0,"23,00","28,06",037,005
12.137,31.309,92.643.574,21. 10. 2014,0,"539,05","657,64",037,067
12.138,35.485,61.350,14. 11. 2014,1,"23,00","28,06",107,026
12.139,31.199,92.811.728,21. 10. 2014,0,"23,00","28,06",037,008
12.140,36.421,93.282.460,25. 11. 2014,0,"23,00","28,06",014,038
12.141,31.446,93.329.032,22. 10. 2014,0,"37,00","45,14",037,001
12.142,32.964,93.340.095,5. 11. 2014,0,"46,00","56,12",037,008
12.143,37.296,93.380.933,1. 12. 2014,1,"25,00","30,50",063,064
12.144,29.577,93.493.908,6. 10. 2014,0,"23,00","28,06",037,072
12.145,35.238,61.351,14. 11. 2014,1,"10,00","12,20",063,015
12.146,76,93.561.326,5. 1. 2015,0,"23,00","28,06",037,075
12.147,39.870,93.810.636,18. 12. 2014,0,"78,45","95,71",037,075
12.148,41.075,93.810.636,31. 12. 2014,0,"-78,45","-95,71",037,075
12.149,40.607,93.862.288,23. 12. 2014,0,"23,00","28,06",037,072
12.150,34.375,93.966.482,4. 11. 2014,1,"37,00","45,14",107,001
12.151,29.425,94.077.894,3. 10. 2014,0,"53,00","64,66",037,072
12.152,38.645,94.140.332,10. 12. 2014,0,"23,00","28,06",037,005
12.153,29.607,94.149.704,6. 10. 2014,0,"42,40","51,73",037,021
12.154,30.159,94.149.704,10. 10. 2014,0,"42,40","51,73",037,021
12.155,35.689,94.247.170,21. 11. 2014,0,"23,00","28,06",014,024
12.156,39.869,94.292.329,18. 12. 2014,0,"23,00","28,06",037,075
12.157,1.246,94.363.935,16. 1. 2015,0,"23,00","28,06",037,027
12.158,32.646,64.099,24. 10. 2014,1,"25,20","30,74",063,038
12.159,38.343,94.703.329,8. 12. 2014,0,"7,59","9,26",037,024
12.160,34.477,94.755.795,14. 11. 2014,0,"23,00","28,06",014,031
12.161,29.759,94.835.039,7. 10. 2014,0,"259,60","316,71",037,064
12.162,34.923,94.847.339,13. 11. 2014,2,"23,00","28,06",107,024
12.163,34.997,94.942.455,17. 11. 2014,0,"69,00","84,18",014,031
12.164,36.902,95.020.799,27. 11. 2014,1,"39,00","47,58",063,008
12.165,637,43.471.579,14. 1. 2015,0,"23,00","28,06",037,024
12.166,34.471,95.239.057,14. 11. 2014,0,"23,00","28,06",014,031
12.167,34.474,95.277.471,14. 11. 2014,0,"23,00","28,06",014,031
12.168,39.438,95.595.716,15. 12. 2014,1,"10,00","12,20",107,015
12.169,768,64.488,5. 1. 2015,1,"14,00","17,08",063,008
12.170,33.853,95.621.938,12. 11. 2014,0,"58,00","70,76",037,017
12.171,37.688,95.621.938,2. 12. 2014,0,"58,00","70,76",037,017
12.172,40.162,95.621.938,16. 12. 2014,0,"58,00","70,76",037,017
12.173,30.171,95.656.898,9. 10. 2014,1,"20,00","24,40",063,011
12.174,35.315,95.739.700,19. 11. 2014,0,"43,00","52,46",014,072
12.175,30.984,95.807.110,17. 10. 2014,0,"58,00","70,76",037,017
12.176,35.341,95.807.110,18. 11. 2014,0,"23,00","28,06",014,031
12.177,36.310,95.807.110,24. 11. 2014,0,"58,00","70,76",014,017
12.178,38.646,95.822.828,10. 12. 2014,0,"23,00","28,06",037,005
12.179,30.569,96.102.047,15. 10. 2014,0,"58,00","70,76",037,017
12.180,282,96.178.230,8. 1. 2015,0,"23,00","28,06",037,072
12.181,33.869,97.193.216,12. 11. 2014,0,"37,00","45,14",037,015
12.182,30.359,97.398.314,13. 10. 2014,0,"54,00","65,88",037,017
12.183,30.678,97.398.314,15. 10. 2014,0,"58,00","70,76",037,017
12.184,40.570,97.398.314,22. 12. 2014,0,"58,00","70,76",037,017
12.185,33.870,97.437.557,12. 11. 2014,0,"37,00","45,14",037,015
12.186,36.098,62.729,19. 11. 2014,1,"23,00","28,06",107,021
12.187,32.959,97.656.780,5. 11. 2014,0,"23,00","28,06",037,072
12.188,40.569,97.670.111,22. 12. 2014,0,"116,00","141,52",037,017
12.189,35.002,97.684.961,17. 11. 2014,0,"46,00","56,12",014,031
12.190,38.635,97.807.028,10. 12. 2014,0,"39,00","47,58",037,075
12.191,32.937,97.885.177,4. 11. 2014,0,"23,00","28,06",037,001
12.192,32.066,97.947.385,27. 10. 2014,0,"23,00","28,06",014,007
12.193,40.556,98.026.305,22. 12. 2014,0,"23,00","28,06",037,041
12.194,31.208,98.245.686,20. 10. 2014,0,"37,00","45,14",037,022
12.195,32.162,98.511.747,24. 10. 2014,1,"16,00","19,52",063,028
12.196,1.660,98.511.749,20. 1. 2015,0,"20,00","24,40",037,022
12.197,30.918,98.511.755,16. 10. 2014,0,"23,00","28,06",037,076
12.198,39.299,98.511.756,11. 12. 2014,1,"14,00","17,08",107,022
12.199,1.451,98.511.757,19. 1. 2015,0,"23,00","28,06",037,005
12.200,1.771,98.511.763,20. 1. 2015,0,"23,00","28,06",037,005
12.201,1.441,98.511.764,19. 1. 2015,0,"23,00","28,06",037,005
12.202,1.831,98.511.770,21. 1. 2015,0,"23,00","28,06",037,005
12.203,30.392,98.511.771,14. 10. 2014,0,"-6,30","-7,69",037,075
12.204,31.339,98.511.771,17. 10. 2014,1,"23,00","28,06",063,075
12.205,32.649,64.100,24. 10. 2014,1,"25,20","30,74",063,038
12.206,1.458,98.511.785,19. 1. 2015,0,"23,00","28,06",037,021
12.207,29.937,98.511.793,7. 10. 2014,1,"23,00","28,06",063,075
12.208,35.814,98.511.799,19. 11. 2014,1,"23,00","28,06",107,005
12.209,36.437,98.511.803,26. 11. 2014,0,"23,00","28,06",014,021
12.210,36.596,98.511.810,25. 11. 2014,1,"10,00","12,20",107,022
12.211,292,98.511.821,8. 1. 2015,0,"23,00","28,06",037,072
12.212,1.274,98.511.828,16. 1. 2015,0,"25,20","30,74",037,038
12.213,35.281,98.511.834,17. 11. 2014,1,"20,00","24,40",063,076
12.214,31.261,98.511.842,20. 10. 2014,1,"16,00","19,52",063,001
12.215,39.440,98.511.859,9. 12. 2014,0,"6,30","7,69",037,005
12.216,39.510,98.511.860,15. 12. 2014,0,"41,00","50,02",037,022
12.217,35.964,98.511.898,18. 11. 2014,1,"26,00","31,72",063,027
12.218,35.163,98.511.913,18. 11. 2014,0,"23,00","28,06",014,075
12.219,34.819,98.511.945,14. 11. 2014,0,"23,00","28,06",014,075
12.220,35.070,98.511.965,17. 11. 2014,0,"23,00","28,06",014,005
12.221,38.909,98.511.966,12. 12. 2014,0,"41,00","50,02",037,042
12.222,1.706,98.511.991,20. 1. 2015,0,"23,00","28,06",037,001
12.223,39.883,98.512.002,18. 12. 2014,1,"23,00","28,06",063,075
12.224,31.293,98.512.008,20. 10. 2014,1,"16,00","19,52",063,064
12.225,36.102,98.512.011,17. 11. 2014,1,"20,00","24,40",107,021
12.226,40.018,98.512.016,17. 12. 2014,1,"25,00","30,50",107,064
12.227,35.265,98.512.020,14. 11. 2014,1,"26,00","31,72",063,009
12.228,32.358,98.512.025,30. 10. 2014,0,"39,00","47,58",037,072
12.229,40.685,98.512.029,17. 12. 2014,0,"23,00","28,06",037,001
12.230,34.632,98.512.042,12. 11. 2014,1,"16,00","19,52",063,022
12.231,38.654,98.512.056,4. 12. 2014,0,"6,30","7,69",037,005
12.232,39.039,98.512.068,11. 12. 2014,2,"23,00","28,06",107,027
12.233,35.908,98.512.084,21. 11. 2014,1,"23,00","28,06",063,007
12.234,40.687,98.512.109,17. 12. 2014,0,"23,00","28,06",037,001
12.235,37.926,98.512.112,5. 12. 2014,0,"23,00","28,06",037,001
12.236,36.554,98.512.127,26. 11. 2014,1,"39,00","47,58",107,007
12.237,1.198,98.512.136,9. 1. 2015,1,"25,00","30,50",063,064
12.238,1.608,98.512.137,16. 1. 2015,1,"16,00","19,52",063,008
12.239,37.822,98.512.143,4. 12. 2014,0,"23,00","28,06",037,001
12.240,37.448,98.512.149,2. 12. 2014,0,"23,00","28,06",037,001
12.241,34.447,98.512.154,10. 11. 2014,1,"23,00","28,06",063,007
12.242,35.114,98.512.157,13. 11. 2014,2,"23,00","28,06",107,027
12.243,30.616,98.512.166,15. 10. 2014,0,"-5,80","-7,08",037,031
12.244,32.233,98.512.172,23. 10. 2014,1,"16,00","19,52",063,075
12.245,33.506,98.512.197,10. 11. 2014,0,"23,00","28,06",037,005
12.246,33.913,98.512.219,5. 11. 2014,0,"6,30","7,69",037,075
12.247,36.419,98.512.232,25. 11. 2014,0,"23,00","28,06",014,038
12.248,37.020,98.512.241,26. 11. 2014,0,"37,00","45,14",037,031
12.249,38.305,98.512.243,8. 12. 2014,0,"6,30","7,69",037,018
12.250,33.955,98.512.249,5. 11. 2014,1,"39,00","47,58",107,005
12.251,32.260,98.512.257,28. 10. 2014,0,"39,00","47,58",037,008
12.252,31.038,98.512.271,15. 10. 2014,0,"23,00","28,06",037,031
12.253,39.675,98.512.274,16. 12. 2014,1,"23,00","28,06",063,027
12.254,30.652,98.512.296,15. 10. 2014,0,"23,00","28,06",037,024
12.255,31.821,98.512.307,22. 10. 2014,1,"23,00","28,06",063,001
12.256,776,64.489,5. 1. 2015,1,"50,40","61,49",063,008
12.257,35.296,98.512.315,17. 11. 2014,1,"25,00","30,50",063,064
12.258,531,98.512.326,6. 1. 2015,1,"23,00","28,06",063,021
12.259,1.714,98.512.330,20. 1. 2015,0,"23,00","28,06",037,038
12.260,29.993,98.512.335,3. 10. 2014,1,"37,00","45,14",063,064
12.261,36.165,98.512.336,24. 11. 2014,1,"16,00","19,52",107,021
12.262,36.166,98.512.336,24. 11. 2014,1,"16,00","19,52",107,021
12.263,37.040,98.512.336,24. 11. 2014,1,"-16,00","-19,52",014,021
12.264,29.921,98.512.340,7. 10. 2014,1,"23,00","28,06",063,026
12.265,32.125,98.512.346,29. 10. 2014,0,"23,00","28,06",014,022
12.266,31.752,98.512.361,22. 10. 2014,1,"23,00","28,06",063,031
12.267,33.249,98.512.366,29. 10. 2014,1,"23,00","28,06",108,001
12.268,32.082,98.512.377,27. 10. 2014,0,"23,00","28,06",014,005
12.269,33.541,98.512.379,10. 11. 2014,0,"20,00","24,40",037,022
12.270,39.719,98.512.380,17. 12. 2014,0,"23,00","28,06",037,018
12.271,34.207,98.512.382,4. 11. 2014,1,"16,00","19,52",107,022
12.272,32.864,98.512.403,29. 10. 2014,0,"6,30","7,69",037,005
12.273,32.952,98.512.403,5. 11. 2014,0,"23,00","28,06",037,075
12.274,32.953,98.512.403,5. 11. 2014,0,"23,00","28,06",037,075
12.275,35.080,98.512.407,14. 11. 2014,2,"23,00","28,06",107,005
12.276,34.689,98.512.412,11. 11. 2014,2,"23,00","28,06",107,005
12.277,1.229,98.512.419,16. 1. 2015,0,"23,00","28,06",037,075
12.278,39.088,98.512.426,4. 12. 2014,0,"126,50","154,33",037,017
12.279,40.959,98.512.426,31. 12. 2014,0,"-126,50","-154,33",037,017
12.280,32.872,98.512.428,28. 10. 2014,0,"6,30","7,69",037,005
12.281,1.484,98.512.429,5. 1. 2015,0,"6,30","7,69",037,005
12.282,33.565,98.512.430,4. 11. 2014,0,"6,30","7,69",037,005
12.283,39.682,98.512.431,17. 12. 2014,0,"23,00","28,06",037,027
12.284,39.095,64.331,11. 12. 2014,1,"37,00","45,14",107,008
12.285,35.737,98.512.462,20. 11. 2014,1,"23,00","28,06",063,007
12.286,39.617,98.512.474,5. 12. 2014,0,"6,30","7,69",037,024
12.287,1.421,98.512.484,19. 1. 2015,0,"23,00","28,06",037,075
12.288,31.505,98.512.505,22. 10. 2014,0,"26,00","31,72",037,026
12.289,36.491,98.512.515,25. 11. 2014,1,"23,00","28,06",063,021
12.290,34.017,98.512.521,7. 11. 2014,2,"23,00","28,06",063,005
12.291,40.690,98.512.560,18. 12. 2014,0,"23,00","28,06",037,001
12.292,36.492,98.512.565,25. 11. 2014,1,"23,00","28,06",063,021
12.293,34.970,98.512.566,13. 11. 2014,0,"58,00","70,76",014,017
12.294,30.283,98.512.571,8. 10. 2014,1,"32,00","39,04",063,072
12.295,38.315,98.512.584,5. 12. 2014,0,"23,00","28,06",037,005
12.296,35.756,98.512.587,20. 11. 2014,1,"16,00","19,52",063,075
12.297,33.296,98.512.607,7. 11. 2014,0,"32,00","39,04",037,072
12.298,39.725,98.512.610,16. 12. 2014,0,"20,00","24,40",037,026
12.299,457,98.512.618,6. 1. 2015,1,"39,00","47,58",063,076
12.300,35.112,98.512.619,13. 11. 2014,1,"23,00","28,06",107,027
12.301,40.688,98.512.620,17. 12. 2014,0,"23,00","28,06",037,001
12.302,37.061,98.512.628,3. 11. 2014,0,"6,30","7,69",037,027
12.303,37.882,98.512.631,4. 12. 2014,0,"9,80","11,96",037,005
12.304,40.776,98.512.633,24. 12. 2014,2,"23,00","28,06",107,075
12.305,29.852,61.504,7. 10. 2014,1,"37,00","45,14",063,022
12.306,1.598,98.512.642,17. 1. 2015,1,"39,00","47,58",063,076
12.307,35.299,98.512.643,18. 11. 2014,0,"23,00","28,06",014,042
12.308,33.334,98.512.659,7. 11. 2014,0,"23,00","28,06",037,005
12.309,29.390,98.512.662,2. 10. 2014,0,"23,00","28,06",037,075
12.310,32.084,98.512.665,27. 10. 2014,0,"23,00","28,06",014,005
12.311,32.186,98.512.667,29. 10. 2014,0,"23,00","28,06",037,005
12.312,30.715,98.512.674,14. 10. 2014,1,"20,00","24,40",063,042
12.313,38.172,98.512.676,6. 12. 2014,1,"43,00","52,46",107,008
12.314,1.550,98.512.684,16. 1. 2015,2,"23,00","28,06",063,005
12.315,781,91.825.644,14. 1. 2015,0,"23,00","28,06",037,075
12.316,30.042,98.512.700,4. 10. 2014,1,"46,00","56,12",063,008
12.317,33.104,98.512.704,3. 11. 2014,1,"23,00","28,06",063,027
12.318,39.386,98.512.707,12. 12. 2014,0,"10,00","12,20",037,064
12.319,37.138,98.512.709,29. 11. 2014,0,"23,00","28,06",037,076
12.320,39.398,98.512.711,15. 12. 2014,0,"23,00","28,06",037,064
12.321,33.303,98.512.713,7. 11. 2014,0,"23,00","28,06",037,009
12.322,30.231,98.512.715,9. 10. 2014,1,"23,00","28,06",063,072
12.323,32.475,98.512.719,10. 10. 2014,0,"6,30","7,69",037,075
12.324,35.760,98.512.719,20. 11. 2014,1,"46,00","56,12",063,075
12.325,38.522,98.512.719,10. 12. 2014,0,"-6,30","-7,69",037,075
12.326,30.794,98.512.720,15. 10. 2014,0,"23,00","28,06",037,075
12.327,30.804,98.512.721,16. 10. 2014,0,"23,00","28,06",037,027
12.328,34.606,98.512.722,11. 11. 2014,2,"23,00","28,06",107,075
12.329,40.021,98.512.726,17. 12. 2014,1,"16,00","19,52",107,064
12.330,34.695,98.512.731,6. 11. 2014,0,"6,30","7,69",014,064
12.331,38.841,98.512.732,11. 12. 2014,0,"6,30","7,69",037,076
12.332,40.087,98.512.743,18. 12. 2014,1,"16,00","19,52",063,027
12.333,30.665,62.541,13. 10. 2014,0,"23,00","28,06",037,018
12.334,1.551,98.512.749,16. 1. 2015,1,"23,00","28,06",063,005
12.335,32.875,98.512.750,24. 10. 2014,1,"23,00","28,06",063,031
12.336,40.119,98.512.752,18. 12. 2014,1,"26,00","31,72",063,064
12.337,40.932,98.512.753,22. 12. 2014,0,"23,00","28,06",037,018
12.338,30.724,98.512.767,14. 10. 2014,1,"37,00","45,14",063,007
12.339,39.368,98.512.769,15. 12. 2014,1,"23,00","28,06",107,072
12.340,33.297,98.512.770,7. 11. 2014,0,"23,00","28,06",037,072
12.341,31.972,98.512.778,28. 10. 2014,0,"23,00","28,06",014,024
12.342,31.935,98.512.782,17. 10. 2014,1,"23,00","28,06",063,007
12.343,40.689,98.512.804,18. 12. 2014,0,"10,00","12,20",037,001
12.344,32.119,98.512.805,28. 10. 2014,0,"23,00","28,06",014,022
12.345,32.893,98.512.806,28. 10. 2014,1,"23,00","28,06",063,028
12.346,32.621,98.512.808,3. 11. 2014,0,"23,00","28,06",037,027
12.347,30.949,98.512.812,10. 10. 2014,0,"6,30","7,69",037,075
12.348,1.289,98.512.814,9. 1. 2015,1,"23,00","28,06",063,028
12.349,35.355,98.512.822,18. 11. 2014,0,"23,00","28,06",014,005
12.350,32.341,98.512.826,27. 10. 2014,1,"9,00","10,98",063,072
12.351,30.163,98.512.828,3. 10. 2014,1,"20,00","24,40",063,011
12.352,32.450,98.512.830,20. 10. 2014,0,"6,30","7,69",037,027
12.353,35.953,98.512.838,21. 11. 2014,1,"32,00","39,04",063,072
12.354,40.908,98.512.842,22. 12. 2014,0,"6,30","7,69",037,076
12.355,34.037,98.512.845,7. 11. 2014,1,"32,00","39,04",063,072
12.356,33.660,98.512.846,11. 11. 2014,0,"23,00","28,06",037,072
12.357,32.584,98.512.850,27. 10. 2014,1,"39,00","47,58",063,008
12.358,40.363,98.512.853,19. 12. 2014,1,"23,00","28,06",107,009
12.359,33.091,98.512.862,27. 10. 2014,1,"23,00","28,06",107,001
12.360,30.008,98.512.870,6. 10. 2014,1,"32,00","39,04",063,008
12.361,31.035,98.512.873,15. 10. 2014,0,"16,00","19,52",037,031
12.362,34.441,98.512.880,10. 11. 2014,1,"10,00","12,20",063,007
12.363,33.669,98.512.881,11. 11. 2014,0,"23,00","28,06",037,024
12.364,33.269,98.512.884,29. 10. 2014,1,"32,00","39,04",108,007
12.365,33.828,98.512.885,6. 11. 2014,1,"20,00","24,40",107,008
12.366,37.398,98.512.885,2. 12. 2014,1,"25,20","30,74",107,008
12.367,32.482,98.512.890,21. 10. 2014,0,"6,30","7,69",037,021
12.368,35.935,98.512.902,20. 11. 2014,1,"23,00","28,06",063,021
12.369,32.121,98.512.906,28. 10. 2014,0,"23,00","28,06",014,022
12.370,35.536,98.512.909,15. 11. 2014,1,"23,00","28,06",107,076
12.371,33.040,98.512.910,27. 10. 2014,1,"25,00","30,50",107,038
12.372,30.192,98.512.913,9. 10. 2014,1,"16,00","19,52",063,001
12.373,1.734,98.512.914,19. 1. 2015,0,"23,00","28,06",037,018
12.374,1.735,98.512.914,19. 1. 2015,0,"23,00","28,06",037,018
12.375,34.236,98.512.929,12. 11. 2014,0,"23,00","28,06",037,072
12.376,35.919,98.512.930,20. 11. 2014,1,"10,00","12,20",063,015
12.377,34.774,98.512.932,11. 11. 2014,1,"23,00","28,06",107,008
12.378,32.702,64.101,24. 10. 2014,1,"23,00","28,06",063,075
12.379,38.314,98.512.935,5. 12. 2014,0,"23,00","28,06",037,005
12.380,29.952,98.512.937,8. 10. 2014,0,"5,80","7,08",037,024
12.381,31.259,98.512.939,20. 10. 2014,1,"23,00","28,06",063,028
12.382,327,98.512.942,9. 1. 2015,0,"6,30","7,69",037,013
12.383,35.206,98.512.943,17. 11. 2014,1,"23,00","28,06",063,007
12.384,30.238,98.512.944,9. 10. 2014,1,"20,00","24,40",063,042
12.385,37.133,98.512.949,28. 11. 2014,1,"25,00","30,50",107,008
12.386,38.822,98.512.950,10. 12. 2014,0,"23,00","28,06",037,026
